lemma,genus,pl_form,pl_class,split,m95_rhyme
fraktion,f,fraktionen,en,train,
fraktionsausschuss,m,fraktionsausschüsse,umlaut_e,train,
fraktionsbeschluss,m,fraktionsbeschlüsse,umlaut_e,test,
fraktionschef,m,fraktionschefs,s,train,
fraktionschefin,f,fraktionschefinnen,nen,train,
fraktionsentscheidung,f,fraktionsentscheidungen,en,train,
fraktionsgemeinschaft,f,fraktionsgemeinschaften,en,val,
fraktionsmitglied,n,fraktionsmitglieder,er,train,
fraktionsvorsitzende,,fraktionsvorsitzende,zero,train,
fraktionsvorsitzende,,fraktionsvorsitzenden,n,train,
fraktionsvorsitzende,,fraktionsvorsitzende,zero,train,
fraktionsvorsitzender,,fraktionsvorsitzende,other,test,
fraktionsvorsitzender,,fraktionsvorsitzenden,other,train,
fraktionsvorsitzender,,fraktionsvorsitzende,other,train,
fraktur,f,frakturen,en,val,ur
frakturschrift,f,frakturschriften,en,train,
franc,m,francs,s,train,
franchise,f,franchisen,n,train,
francokanadier,m,francokanadier,zero,train,
frankatur,f,frankaturen,en,train,ur
franken,m,franken,zero,test,
frankenbetrag,m,frankenbeträge,umlaut_e,train,ag
frankenkönig,m,frankenkönige,e,val,
frankenreich,n,frankenreiche,e,train,
frankenwein,m,frankenweine,e,train,
frankfurter,,frankfurter,zero,train,
frankfurterin,f,frankfurterinnen,nen,train,
frankfurterli,n,frankfurterli,zero,train,
frankiermaschine,f,frankiermaschinen,n,train,
frankokanadier,m,frankokanadier,zero,test,
frankolin,m,frankoline,e,val,
frankolinhuhn,n,frankolinhühner,umlaut_er,train,
frankreichreise,f,frankreichreisen,n,train,
franse,f,fransen,n,train,
franz,,<small>(die)</small> franz',other,train,
franz-josef-land,n,–,other,train,and
franz-joseph-land,n,–,other,train,and
franzband,m,franzbände,umlaut_e,train,and
franzbranntwein,m,franzbranntweine,e,test,
franzbrötchen,n,franzbrötchen,zero,train,
franzensring,m,–,other,train,
franziskaner,m,franziskaner,zero,train,
franziskanerin,f,franziskanerinnen,nen,train,
franziskanerkirche,f,franziskanerkirchen,n,train,
franzmann,m,franzmänner,umlaut_er,train,
franzose,m,franzosen,n,train,
franzosen,,franzosen,zero,val,
französin,f,französinnen,nen,test,
französischkenntnis,f,französischkenntnisse,se,train,
französischkurs,m,französischkurse,e,train,
französischlehrer,m,französischlehrer,zero,train,
französischlehrerin,f,französischlehrerinnen,nen,train,
französismus,m,französismen,other,train,
frappé,n,frappés,s,train,
fraternität,f,fraternitäten,en,val,
fratz,m,fratze,e,train,
fratz,m,fratzen,en,test,
fratze,f,fratzen,n,train,
frau,f,frauen,en,train,
frauchen,n,frauchen,zero,train,
frauenabend,m,frauenabende,e,train,
frauenabteilung,f,frauenabteilungen,en,train,
frauenanteil,m,frauenanteile,e,val,
frauenarbeit,f,frauenarbeiten,en,train,
frauenarbeitsplatz,m,frauenarbeitsplätze,umlaut_e,train,
frauenarzt,m,frauenärzte,umlaut_e,test,
frauenauto,n,frauenautos,s,train,
frauenberatungsstelle,f,frauenberatungsstellen,n,train,
frauenberuf,m,frauenberufe,e,train,
frauenbild,n,frauenbilder,er,train,
frauenbrust,f,frauenbrüste,umlaut_e,val,
frauenbuchladen,m,frauenbuchläden,umlaut_zero,train,
frauenbund,m,frauenbünde,umlaut_e,train,und
frauenchor,m,frauenchöre,umlaut_e,train,
frauendomäne,f,frauendomänen,n,test,
frauenfaden,m,frauenfäden,umlaut_zero,train,
frauenfarn,m,frauenfarne,e,train,
frauengefängnis,n,frauengefängnisse,se,train,
frauengrab,n,frauengräber,umlaut_er,val,
frauengruppe,f,frauengruppen,n,train,
frauenhaarfarn,m,frauenhaarfarne,e,train,
frauenhasser,m,frauenhasser,zero,train,
frauenhaus,n,frauenhäuser,umlaut_er,train,
frauenheld,m,frauenhelden,en,test,
frauenhose,f,frauenhosen,n,train,
frauenhäuptling,m,frauenhäuptlinge,e,train,
frauenkirche,f,frauenkirchen,n,val,
frauenkrankheit,f,frauenkrankheiten,en,train,
frauenkörper,m,frauenkörper,zero,train,
frauenmannschaft,f,frauenmannschaften,en,train,
frauenministerium,n,frauenministerien,other,train,
frauenmode,f,frauenmoden,n,train,
frauenmord,m,frauenmorde,e,test,
frauenmörder,m,frauenmörder,zero,train,
frauenmörderin,f,frauenmörderinnen,nen,val,
frauenname,m,frauennamen,n,train,
frauenordination,f,frauenordinationen,en,train,
frauenparkplatz,m,frauenparkplätze,umlaut_e,train,
frauenpartei,f,frauenparteien,en,train,
frauenpolitik,f,frauenpolitiken,en,train,
frauenproblem,n,frauenprobleme,e,train,
frauenquote,f,frauenquoten,n,test,
frauenrechtler,m,frauenrechtler,zero,val,
frauenrechtlerin,f,frauenrechtlerinnen,nen,train,
frauensache,f,frauensachen,n,train,
frauensauna,,frauensaunen,other,train,
frauensauna,,frauensaunas,s,train,
frauenschaft,f,frauenschaften,en,train,
frauenschuh,m,frauenschuhe,e,train,
frauensleute,,frauensleute,zero,train,
frauensprache,f,frauensprachen,n,test,
frauenstimme,f,frauenstimmen,n,train,
frauenstimmrecht,n,frauenstimmrechte,e,train,
frauenteam,n,frauenteams,s,train,
frauenthema,n,frauenthemen,other,train,
frauenversteher,m,frauenversteher,zero,train,
frauenwelt,f,frauenwelten,en,train,
frauenzeitschrift,f,frauenzeitschriften,en,train,
frauenzimmer,n,frauenzimmer,zero,val,
frauenzufluchtswohnung,f,frauenzufluchtswohnungen,en,test,
frauenärztin,f,frauenärztinnen,nen,train,
frauenüberschuss,m,frauenüberschüsse,umlaut_e,train,
fraunhoferlinie,f,fraunhoferlinien,n,train,
fraß,m,fraße,e,train,
freak,m,freaks,s,train,
frechdachs,m,frechdachse,e,train,
frechheit,f,frechheiten,en,val,
freeware,f,freewares,s,train,
fregatte,f,fregatten,n,test,
fregattenkapitän,m,fregattenkapitäne,e,train,
freibad,n,freibäder,umlaut_er,train,
freibauer,m,freibauern,n,train,
freiberufler,m,freiberufler,zero,train,
freibeuter,m,freibeuter,zero,train,
freibier,n,freibiere,e,val,
freibrief,m,freibriefe,e,train,
freibrüter,m,freibrüter,zero,train,
freiburger,m,freiburger,zero,test,
freiburgerin,f,freiburgerinnen,nen,train,
freidenker,m,freidenker,zero,train,
freier,,freie,other,train,
freier,,freien,other,train,
freier,,freie,other,val,
freiersfüße,,freiersfüße,zero,train,
freifallbombe,f,freifallbomben,n,train,
freifrau,f,freifrauen,en,train,
freigabe,f,freigaben,n,test,
freigang,m,freigänge,umlaut_e,train,
freigefälle,n,freigefälle,zero,train,
freigeist,m,freigeister,er,train,
freigeisterei,f,freigeistereien,en,val,
freigänger,m,freigänger,zero,train,
freigängerin,f,freigängerinnen,nen,train,
freihafen,m,freihäfen,umlaut_zero,train,
freihandelsabkommen,n,freihandelsabkommen,zero,train,
freihandelszone,f,freihandelszonen,n,test,
freiheit,f,freiheiten,en,train,
freiheitsberaubung,f,freiheitsberaubungen,en,train,
freiheitsbewegung,f,freiheitsbewegungen,en,val,
freiheitsgrad,m,freiheitsgrade,e,train,
freiheitsheld,m,freiheitshelden,en,train,
freiheitskampf,m,freiheitskämpfe,umlaut_e,train,
freiheitskämpfer,m,freiheitskämpfer,zero,train,
freiheitsrecht,n,freiheitsrechte,e,train,
freiheitsstrafe,f,freiheitsstrafen,n,test,
freiherr,m,freiherren,en,train,
freiin,f,freiinnen,nen,val,
freikirche,f,freikirchen,n,train,
freikolbenmaschine,f,freikolbenmaschinen,n,train,
freikorps,n,freikorps,zero,train,
freikugel,f,freikugeln,n,train,
freiladegleis,n,freiladegleise,e,train,
freilandei,n,freilandeier,er,train,
freilassung,f,freilassungen,en,test,
freilauf,m,freiläufe,umlaut_e,val,
freilicht,n,–,other,train,
freilichtaufführung,f,freilichtaufführungen,en,train,
freilichtbühne,f,freilichtbühnen,n,train,
freilichtkino,n,freilichtkinos,s,train,
freilichtmuseum,n,freilichtmuseen,other,train,
freilichttheater,n,freilichttheater,zero,train,
freilichtveranstaltung,f,freilichtveranstaltungen,en,train,
freimachung,f,freimachungen,en,test,
freimarke,f,freimarken,n,train,
freimaurer,m,freimaurer,zero,train,
freimeister,m,freimeister,zero,train,
freiraum,m,freiräume,umlaut_e,train,
freireisender,,freireisende,other,train,
freireisender,,freireisenden,other,train,
freireisender,,freireisende,other,train,
freischaltung,f,freischaltungen,en,val,
freischar,f,freischaren,en,test,
freischlag,m,freischläge,umlaut_e,train,ag
freischurf,m,freischürfe,umlaut_e,train,
freischärler,m,freischärler,zero,train,
freischütz,m,freischützen,en,train,
freisemester,n,freisemester,zero,train,
freisetzung,f,freisetzungen,en,train,
freisitz,m,freisitze,e,val,
freispiegel,m,freispiegel,zero,train,
freispiegelleitung,f,freispiegelleitungen,en,test,
freisprechanlage,f,freisprechanlagen,n,train,
freisprecheinrichtung,f,freisprecheinrichtungen,en,train,
freispruch,m,freisprüche,umlaut_e,train,
freistaat,m,freistaaten,en,train,
freistellung,f,freistellungen,en,train,
freistil,m,–,other,val,
freistilringer,m,freistilringer,zero,train,
freistoß,m,freistöße,umlaut_e,train,
freistoßspray,,freistoßsprays,s,test,
freistoßtor,n,freistoßtore,e,train,
freistunde,f,freistunden,n,train,
freitagabend,m,freitagabende,e,train,
freitagmittag,m,freitagmittage,e,train,ag
freitagmorgen,m,freitagmorgen,zero,val,
freitagnachmittag,m,freitagnachmittage,e,train,ag
freitagnacht,f,freitagnächte,umlaut_e,train,
freitagsgebet,n,freitagsgebete,e,train,
freitagsveranstaltung,f,freitagsveranstaltungen,en,test,
freitagvormittag,m,freitagvormittage,e,train,ag
freitisch,m,freitische,e,train,isch
freitod,m,freitode,e,train,
freitreppe,f,freitreppen,n,val,
freiung,f,freiungen,en,train,
freiungsstein,m,freiungssteine,e,train,
freiungssäule,f,freiungssäulen,n,train,
freiwache,f,freiwachen,n,train,
freiwilligenarmee,f,freiwilligenarmeen,n,test,
freiwilliger,,freiwillige,other,train,
freiwilliger,,freiwilligen,other,train,
freiwilliger,,freiwillige,other,val,
freiwurf,m,freiwürfe,umlaut_e,train,
freiwurflinie,f,freiwurflinien,n,train,
freizeit,f,freizeiten,en,train,
freizeitbeschäftigung,f,freizeitbeschäftigungen,en,train,
freizeitgestaltung,f,freizeitgestaltungen,en,train,
freizeitpark,,freizeitparks,s,test,
freizeitpark,,freizeitparke,e,train,
freizeitpark,,freizeitpärke,umlaut_e,val,
freiübernachtung,f,freiübernachtungen,en,train,
freiübernachtungsstelle,f,freiübernachtungsstellen,n,train,
freiübung,f,freiübungen,en,train,
fremdarbeiter,m,fremdarbeiter,zero,train,
fremdbelüftung,f,fremdbelüftungen,en,train,
fremdbestimmung,f,fremdbestimmungen,en,train,
fremdbezeichnung,f,fremdbezeichnungen,en,test,
fremdblut,n,fremdblute,e,val,
fremdenfeindlichkeit,f,fremdenfeindlichkeiten,en,train,
fremdenführer,m,fremdenführer,zero,train,
fremdenpolizei,f,fremdenpolizeien,en,train,
fremdenstallung,f,fremdenstallungen,en,train,
fremdenverkehr,m,fremdenverkehre,e,train,
fremdenzimmer,n,fremdenzimmer,zero,train,
fremder,,fremde,other,train,
fremder,,fremden,other,test,
fremder,,fremde,other,train,
fremdgeruch,m,fremdgerüche,umlaut_e,train,
fremdherrschaft,f,fremdherrschaften,en,train,
fremdkapitalbeschaffung,f,fremdkapitalbeschaffungen,en,train,
fremdkörper,m,fremdkörper,zero,train,
fremdling,m,fremdlinge,e,train,
fremdname,m,fremdnamen,n,train,
fremdpräfix,n,fremdpräfixe,e,val,
fremdsprache,f,fremdsprachen,n,test,
fremdsprachenkenntnis,f,fremdsprachenkenntnisse,se,train,
fremdsuffix,n,fremdsuffixe,e,train,
fremdversorgung,f,fremdversorgungen,en,train,
fremdwasser,,fremdwasser,zero,train,
fremdwasser,,fremdwässer,umlaut_zero,train,
fremdwort,n,fremdwörter,umlaut_er,train,
fremdwortbildung,f,fremdwortbildungen,en,val,
fremdwortdiskussion,f,fremdwortdiskussionen,en,train,
fremdwortschatz,m,fremdwortschätze,umlaut_e,test,
fremdwährung,f,fremdwährungen,en,train,
fremdwährungskredit,m,fremdwährungskredite,e,train,
fremdwörterbuch,n,fremdwörterbücher,umlaut_er,train,
fremdwörterlexikon,n,fremdwörterlexika,other,train,
frentaner,m,frentaner,zero,train,
frenulotomie,f,frenulotomien,n,val,
frequenz,f,frequenzen,en,train,
frequenzauktion,f,frequenzauktionen,en,train,
frequenzbereichszuweisungsplanverordnung,f,frequenzbereichszuweisungsplanverordnungen,en,test,
frequenzmodulation,f,frequenzmodulationen,en,train,
frequenzspektrum,n,frequenzspektren,other,train,
frequenzumformer,m,frequenzumformer,zero,train,
frequenzumrichter,m,frequenzumrichter,zero,train,
frequenzversteigerung,f,frequenzversteigerungen,en,val,
frequenzwörterbuch,n,frequenzwörterbücher,umlaut_er,train,
fresko,n,fresken,other,train,
freskomalerei,f,freskomalereien,en,train,
fresnellinse,f,fresnellinsen,n,test,
fressaal,m,fressaale,e,train,al
fressalien,,fressalien,zero,train,
fresse,f,fressen,n,train,
fresser,m,fresser,zero,val,
fresserei,f,fressereien,en,train,
fressfeind,m,fressfeinde,e,train,ind
fressflash,m,fressflashs,s,train,
fressleiste,f,fressleisten,n,train,
fressluke,f,fressluken,n,test,
fressnarkose,f,fressnarkosen,n,train,
fresssack,m,fresssäcke,umlaut_e,train,
frettchen,n,frettchen,zero,val,
freude,f,freuden,n,train,
freudenhaus,n,freudenhäuser,umlaut_er,train,
freudenmädchen,n,freudenmädchen,zero,train,
freudensprung,m,freudensprünge,umlaut_e,train,
freudentag,m,freudentage,e,train,ag
freudenträne,f,freudentränen,n,test,
freudianer,m,freudianer,zero,train,
freudianerin,f,freudianerinnen,nen,val,
freundeskreis,m,freundeskreise,e,train,
freundin,f,freundinnen,nen,train,
freundlichkeit,f,freundlichkeiten,en,train,
freundschaft,f,freundschaften,en,train,
freundschaftsanfrage,f,freundschaftsanfragen,n,train,
freundschaftsarmband,n,freundschaftsarmbänder,umlaut_er,train,and
freundschaftsband,n,freundschaftsbänder,umlaut_er,test,and
freundschaftsbeweis,m,freundschaftsbeweise,e,val,
freundschaftsdienst,m,freundschaftsdienste,e,train,
freundschaftsschwur,m,freundschaftsschwüre,umlaut_e,train,ur
freundschaftsspiel,n,freundschaftsspiele,e,train,
freundschaftsvertrag,m,freundschaftsverträge,umlaut_e,train,ag
frevel,m,frevel,zero,train,
frevler,m,frevler,zero,train,
freyungsarm,m,freyungsarme,e,train,
friandise,,friandisen,n,test,
friandise,,friandises,s,train,
frickelei,f,frickeleien,en,train,
frickler,m,frickler,zero,train,
fridatte,f,fridatten,n,train,
friedelehe,f,friedelehen,n,train,
frieden,m,frieden,zero,train,
friedensangebot,n,friedensangebote,e,train,ot
friedensbemühung,f,friedensbemühungen,en,val,
friedensbewegung,f,friedensbewegungen,en,test,
friedensdemonstration,f,friedensdemonstrationen,en,train,
friedensfest,n,friedensfeste,e,train,
friedensforscher,m,friedensforscher,zero,train,
friedensforschung,f,friedensforschungen,en,train,
friedensgespräch,n,friedensgespräche,e,train,
friedensgöttin,f,friedensgöttinnen,nen,train,
friedenskanzler,m,friedenskanzler,zero,val,
friedenskapelle,f,friedenskapellen,n,train,
friedenskirche,f,friedenskirchen,n,test,
friedenskonferenz,f,friedenskonferenzen,en,train,
friedenslied,n,friedenslieder,er,train,
friedensnobelpreis,m,friedensnobelpreise,e,train,
friedensnobelpreisträger,m,friedensnobelpreisträger,zero,train,
friedensnobelpreisträgerin,f,friedensnobelpreisträgerinnen,nen,train,
friedenspfeife,f,friedenspfeifen,n,val,
friedenspolitik,f,friedenspolitiken,en,train,
friedensprozess,m,friedensprozesse,e,train,
friedenspräsenzstärke,f,friedenspräsenzstärken,n,test,
friedensresolution,f,friedensresolutionen,en,train,
friedensrichter,m,friedensrichter,zero,train,
friedensspiel,n,friedensspiele,e,train,
friedensstifter,m,friedensstifter,zero,train,
friedenstifter,m,friedenstifter,zero,val,
friedensverhandlung,f,friedensverhandlungen,en,train,
friedensvertrag,m,friedensverträge,umlaut_e,train,ag
friedenszeit,f,friedenszeiten,en,train,
friedhof,m,friedhöfe,umlaut_e,test,
friedhofsbesuch,m,friedhofsbesuche,e,train,
friedhofsgärtner,m,friedhofsgärtner,zero,train,
friedhofsjodler,m,friedhofsjodler,zero,train,
friedhofskapelle,f,friedhofskapellen,n,val,
friedhofsmauer,f,friedhofsmauern,n,train,
friedrichsdor,m,friedrichsdors,s,train,
friedwald,m,friedwälder,umlaut_er,train,
fries,,friese,e,train,
friese,m,friesen,n,test,
friesennerz,m,friesennerze,e,train,
frigidaire,,frigidaire,zero,train,
frigidaire,,frigidaires,s,val,
frigidarium,n,frigidarien,other,train,
frikadelle,f,frikadellen,n,train,
frikandeau,n,frikandeaus,s,train,
frikassee,n,frikassees,s,train,
frikativ,m,frikative,e,train,
friktion,f,friktionen,en,test,
friling,m,frilinge,e,train,
frischhaltedose,f,frischhaltedosen,n,val,
frischhaltefolie,f,frischhaltefolien,n,train,
frischkur,f,frischkuren,en,train,ur
frischkäse,m,frischkäse,zero,train,
frischling,m,frischlinge,e,train,
frischluftzufuhr,f,frischluftzufuhren,en,train,
frischware,f,frischwaren,n,train,
friseur,m,friseure,e,test,ur
friseurberuf,m,friseurberufe,e,val,
friseurbesuch,m,friseurbesuche,e,train,
friseurin,f,friseurinnen,nen,train,
friseurladen,m,friseurläden,umlaut_zero,train,
friseursalon,m,friseursalons,s,train,
friseurtermin,m,friseurtermine,e,train,
friseuse,f,friseusen,n,train,
frisiersalon,m,frisiersalons,s,train,
frisierstuhl,m,frisierstühle,umlaut_e,test,uhl
frisiertisch,m,frisiertische,e,train,isch
frisiertoilette,f,frisiertoiletten,n,train,
frist,f,fristen,en,train,
fristverlängerung,f,fristverlängerungen,en,train,
frisur,f,frisuren,en,train,ur
frisör,m,frisöre,e,train,
frisörsalon,m,frisörsalons,s,train,
frittate,f,frittaten,n,val,
fritte,f,fritten,n,test,
frittenbude,f,frittenbuden,n,train,
fritteuse,f,fritteusen,n,train,
frittieröl,n,frittieröle,e,train,
fritz,m,fritzen,en,train,
fritze,m,fritzen,n,train,
frivolität,f,frivolitäten,en,train,
frizzante,m,frizzantes,s,val,
frohnatur,f,frohnaturen,en,train,ur
fron,m,frone,e,test,
fron,m,fronen,en,train,
fronarbeit,f,fronarbeiten,en,train,
frondeur,m,frondeure,e,train,ur
frondienst,m,frondienste,e,train,
fronherr,,fronherren,en,train,
fronhof,m,fronhöfe,umlaut_e,val,
fronleichnamsprozession,f,fronleichnamsprozessionen,en,train,
frontabschnitt,m,frontabschnitte,e,train,
frontalangriff,m,frontalangriffe,e,test,
frontallappen,m,frontallappen,zero,train,
fronteinsatz,m,fronteinsätze,umlaut_e,train,
frontflügel,m,frontflügel,zero,train,
frontfrau,f,frontfrauen,en,train,
frontispiz,n,frontispize,e,val,
frontkoller,m,frontkoller,zero,train,
frontlader,m,frontlader,zero,train,
frontlenker,m,frontlenker,zero,train,
frontlinie,f,frontlinien,n,test,
frontmann,,frontmänner,umlaut_er,train,
frontmann,,frontleute,other,train,
frontmotor,m,frontmotoren,en,train,
frontoffice,n,frontoffices,s,val,
frontscheibe,f,frontscheiben,n,train,
frontschutzbügel,m,frontschutzbügel,zero,train,
frontschwein,n,frontschweine,e,train,
frontsoldat,m,frontsoldaten,en,train,
frontspoiler,m,frontspoiler,zero,test,
frontstadt,f,frontstädte,umlaut_e,train,
fronttruppe,f,fronttruppen,n,train,
fronturlaub,m,fronturlaube,e,val,
fronturlauber,m,fronturlauber,zero,train,
frontzeitung,f,frontzeitungen,en,train,
frosch,m,frösche,umlaut_e,train,
froschbiss,m,froschbisse,e,train,
froschfresser,m,froschfresser,zero,train,
froschlurch,m,froschlurche,e,test,
froschmann,m,froschmänner,umlaut_er,train,
froschmädchen,n,froschmädchen,zero,val,
froschperspektive,f,froschperspektiven,n,train,
froschschenkel,m,froschschenkel,zero,train,
frost,m,fröste,umlaut_e,train,
frostaufbruch,m,frostaufbrüche,umlaut_e,train,
frostbeule,f,frostbeulen,n,train,
frostmonat,m,frostmonate,e,train,
frostmusterboden,m,frostmusterböden,umlaut_zero,test,
frostschaden,m,frostschäden,umlaut_zero,val,
frostschneckling,m,frostschnecklinge,e,train,
frostschutzmittel,n,frostschutzmittel,zero,train,
frosttag,m,frosttage,e,train,ag
frottee,,frottees,s,train,
frotzelei,f,frotzeleien,en,train,
froufrou,,froufrous,s,train,
frucht,f,früchte,umlaut_e,train,
fruchtaufstrich,m,fruchtaufstriche,e,test,
fruchtblase,f,fruchtblasen,n,train,
fruchtfliege,f,fruchtfliegen,n,train,
fruchtfolge,f,fruchtfolgen,n,train,
fruchtjoghurt,,fruchtjoghurts,s,train,
fruchtkasten,,fruchtkästen,umlaut_zero,train,
fruchtkasten,,fruchtkasten,zero,train,
fruchtmonat,m,fruchtmonate,e,train,
fruchtmumie,f,fruchtmumien,n,val,
fruchtsaft,m,fruchtsäfte,umlaut_e,test,
fruchtsaftgetränk,n,fruchtsaftgetränke,e,train,
fruchtsalat,m,fruchtsalate,e,train,
fruchtschaumwein,m,fruchtschaumweine,e,train,
fruchtschranne,f,fruchtschrannen,n,train,
fruchtsäure,f,fruchtsäuren,n,train,
fruchtwein,m,fruchtweine,e,train,
fruchtzehnt,m,fruchtzehnten,en,val,
fruktase,f,fruktasen,n,train,
